Date,Journal Number,Transaction Type,Transaction ID,Reference Number,Account,Account Type,Contact ID,Contact Name,Debit,Credit,Department,Branch,Description
2025-09-15,JRN-9051,Invoice,ZI-1051,INV-1051,Packaging Revenue,Income,CUST-009,Indus Stores,0,145880,Sales,Ahmedabad,Sales invoice INV-1051
2025-09-15,JRN-9051,Invoice,ZI-1051,INV-1051,Output GST Payable,Other Current Liability,CUST-009,Indus Stores,0,26258.4,Sales,Ahmedabad,Sales invoice INV-1051
2025-09-21,JRN-9052,Invoice,ZI-1052,INV-1052,Accounts Receivable,Accounts Receivable,CUST-007,Grand Retailers,85564.16,0,Sales,Ahmedabad,Sales invoice INV-1052
2025-09-21,JRN-9052,Invoice,ZI-1052,INV-1052,Packaging Revenue,Income,CUST-007,Grand Retailers,0,72512,Sales,Ahmedabad,Sales invoice INV-1052
2025-09-21,JRN-9052,Invoice,ZI-1052,INV-1052,Output GST Payable,Other Current Liability,CUST-007,Grand Retailers,0,13052.16,Sales,Ahmedabad,Sales invoice INV-1052
2025-09-06,JRN-9053,Invoice,ZI-1053,INV-1053,Accounts Receivable,Accounts Receivable,CUST-008,Harbor Mart,136667.6,0,Sales,Ahmedabad,Sales invoice INV-1053
2025-09-06,JRN-9053,Invoice,ZI-1053,INV-1053,Consumer Goods,Income,CUST-008,Harbor Mart,0,115820,Sales,Ahmedabad,Sales invoice INV-1053
2025-09-06,JRN-9053,Invoice,ZI-1053,INV-1053,Output GST Payable,Other Current Liability,CUST-008,Harbor Mart,0,20847.6,Sales,Ahmedabad,Sales invoice INV-1053
2025-09-22,JRN-9054,Invoice,ZI-1054,INV-1054,Accounts Receivable,Accounts Receivable,CUST-005,Eastline Traders,139242.36,0,Sales,Bengaluru,Sales invoice INV-1054
2025-09-22,JRN-9054,Invoice,ZI-1054,INV-1054,Industrial Supplies,Income,CUST-005,Eastline Traders,0,118002,Sales,Bengaluru,Sales invoice INV-1054
2025-09-22,JRN-9054,Invoice,ZI-1054,INV-1054,Output GST Payable,Other Current Liability,CUST-005,Eastline Traders,0,21240.36,Sales,Bengaluru,Sales invoice INV-1054
2025-09-20,JRN-9055,Invoice,ZI-1055,INV-1055,Accounts Receivable,Accounts Receivable,CUST-002,BlueMart Limited,137199.78,0,Sales,Mumbai,Sales invoice INV-1055
2025-09-20,JRN-9055,Invoice,ZI-1055,INV-1055,Speciality Revenue,Income,CUST-002,BlueMart Limited,0,116271,Sales,Mumbai,Sales invoice INV-1055
2025-09-20,JRN-9055,Invoice,ZI-1055,INV-1055,Output GST Payable,Other Current Liability,CUST-002,BlueMart Limited,0,20928.78,Sales,Mumbai,Sales invoice INV-1055
2025-09-15,JRN-9056,Invoice,ZI-1056,INV-1056,Accounts Receivable,Accounts Receivable,CUST-006,FreshCart Retail,111107.62,0,Sales,Bengaluru,Sales invoice INV-1056
2025-09-15,JRN-9056,Invoice,ZI-1056,INV-1056,Industrial Supplies,Income,CUST-006,FreshCart Retail,0,94159,Sales,Bengaluru,Sales invoice INV-1056
2025-09-15,JRN-9056,Invoice,ZI-1056,INV-1056,Output GST Payable,Other Current Liability,CUST-006,FreshCart Retail,0,16948.62,Sales,Bengaluru,Sales invoice INV-1056
2025-09-23,JRN-9057,Invoice,ZI-1057,INV-1057,Accounts Receivable,Accounts Receivable,CUST-007,Grand Retailers,139240,0,Sales,Ahmedabad,Sales invoice INV-1057
2025-09-23,JRN-9057,Invoice,ZI-1057,INV-1057,Packaging Revenue,Income,CUST-007,Grand Retailers,0,118000,Sales,Ahmedabad,Sales invoice INV-1057
2025-09-23,JRN-9057,Invoice,ZI-1057,INV-1057,Output GST Payable,Other Current Liability,CUST-007,Grand Retailers,0,21240,Sales,Ahmedabad,Sales invoice INV-1057
2025-09-22,JRN-9058,Invoice,ZI-1058,INV-1058,Accounts Receivable,Accounts Receivable,CUST-009,Indus Stores,298339.4,0,Sales,Delhi,Sales invoice INV-1058
2025-09-22,JRN-9058,Invoice,ZI-1058,INV-1058,Industrial Supplies,Income,CUST-009,Indus Stores,0,252830,Sales,Delhi,Sales invoice INV-1058
2025-09-22,JRN-9058,Invoice,ZI-1058,INV-1058,Output GST Payable,Other Current Liability,CUST-009,Indus Stores,0,45509.4,Sales,Delhi,Sales invoice INV-1058
2025-09-09,JRN-9059,Invoice,ZI-1059,INV-1059,Accounts Receivable,Accounts Receivable,CUST-010,Jupiter Wholesale,339528.48,0,Sales,Kolkata,Sales invoice INV-1059
2025-09-09,JRN-9059,Invoice,ZI-1059,INV-1059,Speciality Revenue,Income,CUST-010,Jupiter Wholesale,0,287736,Sales,Kolkata,Sales invoice INV-1059
2025-09-09,JRN-9059,Invoice,ZI-1059,INV-1059,Output GST Payable,Other Current Liability,CUST-010,Jupiter Wholesale,0,51792.48,Sales,Kolkata,Sales invoice INV-1059
2025-09-02,JRN-9060,Invoice,ZI-1060,INV-1060,Accounts Receivable,Accounts Receivable,CUST-009,Indus Stores,197513.12,0,Sales,Mumbai,Sales invoice INV-1060
2025-09-02,JRN-9060,Invoice,ZI-1060,INV-1060,Packaging Revenue,Income,CUST-009,Indus Stores,0,167384,Sales,Mumbai,Sales invoice INV-1060
2025-09-02,JRN-9060,Invoice,ZI-1060,INV-1060,Output GST Payable,Other Current Liability,CUST-009,Indus Stores,0,30129.12,Sales,Mumbai,Sales invoice INV-1060
2025-10-17,JRN-9061,Invoice,ZI-1061,INV-1061,Accounts Receivable,Accounts Receivable,CUST-007,Grand Retailers,252807.92,0,Sales,Mumbai,Sales invoice INV-1061
2025-10-17,JRN-9061,Invoice,ZI-1061,INV-1061,Packaging Revenue,Income,CUST-007,Grand Retailers,0,214244,Sales,Mumbai,Sales invoice INV-1061
2025-10-17,JRN-9061,Invoice,ZI-1061,INV-1061,Output GST Payable,Other Current Liability,CUST-007,Grand Retailers,0,38563.92,Sales,Mumbai,Sales invoice INV-1061
2025-10-03,JRN-9062,Invoice,ZI-1062,INV-1062,Accounts Receivable,Accounts Receivable,CUST-009,Indus Stores,100682.32,0,Sales,Kolkata,Sales invoice INV-1062
2025-10-03,JRN-9062,Invoice,ZI-1062,INV-1062,Industrial Supplies,Income,CUST-009,Indus Stores,0,85324,Sales,Kolkata,Sales invoice INV-1062
2025-10-03,JRN-9062,Invoice,ZI-1062,INV-1062,Output GST Payable,Other Current Liability,CUST-009,Indus Stores,0,15358.32,Sales,Kolkata,Sales invoice INV-1062
2025-10-19,JRN-9063,Invoice,ZI-1063,INV-1063,Accounts Receivable,Accounts Receivable,CUST-001,Apex Retail Pvt Ltd,100995.02,0,Sales,Bengaluru,Sales invoice INV-1063
2025-10-19,JRN-9063,Invoice,ZI-1063,INV-1063,Speciality Revenue,Income,CUST-001,Apex Retail Pvt Ltd,0,85589,Sales,Bengaluru,Sales invoice INV-1063
2025-10-19,JRN-9063,Invoice,ZI-1063,INV-1063,Output GST Payable,Other Current Liability,CUST-001,Apex Retail Pvt Ltd,0,15406.02,Sales,Bengaluru,Sales invoice INV-1063
2025-10-15,JRN-9064,Invoice,ZI-1064,INV-1064,Accounts Receivable,Accounts Receivable,CUST-007,Grand Retailers,193698.18,0,Sales,Delhi,Sales invoice INV-1064
2025-10-15,JRN-9064,Invoice,ZI-1064,INV-1064,Industrial Supplies,Income,CUST-007,Grand Retailers,0,164151,Sales,Delhi,Sales invoice INV-1064
2025-10-15,JRN-9064,Invoice,ZI-1064,INV-1064,Output GST Payable,Other Current Liability,CUST-007,Grand Retailers,0,29547.18,Sales,Delhi,Sales invoice INV-1064
2025-10-26,JRN-9065,Invoice,ZI-1065,INV-1065,Accounts Receivable,Accounts Receivable,CUST-002,BlueMart Limited,123928.32,0,Sales,Bengaluru,Sales invoice INV-1065
2025-10-26,JRN-9065,Invoice,ZI-1065,INV-1065,Speciality Revenue,Income,CUST-002,BlueMart Limited,0,105024,Sales,Bengaluru,Sales invoice INV-1065
2025-10-26,JRN-9065,Invoice,ZI-1065,INV-1065,Output GST Payable,Other Current Liability,CUST-002,BlueMart Limited,0,18904.32,Sales,Bengaluru,Sales invoice INV-1065
2025-10-24,JRN-9066,Invoice,ZI-1066,INV-1066,Accounts Receivable,Accounts Receivable,CUST-002,BlueMart Limited,58535.08,0,Sales,Bengaluru,Sales invoice INV-1066
2025-10-24,JRN-9066,Invoice,ZI-1066,INV-1066,Industrial Supplies,Income,CUST-002,BlueMart Limited,0,49606,Sales,Bengaluru,Sales invoice INV-1066
2025-10-24,JRN-9066,Invoice,ZI-1066,INV-1066,Output GST Payable,Other Current Liability,CUST-002,BlueMart Limited,0,8929.08,Sales,Bengaluru,Sales invoice INV-1066
2025-10-05,JRN-9067,Invoice,ZI-1067,INV-1067,Accounts Receivable,Accounts Receivable,CUST-004,Delta Stores Limited,135676.4,0,Sales,Bengaluru,Sales invoice INV-1067
2025-10-05,JRN-9067,Invoice,ZI-1067,INV-1067,Consumer Goods,Income,CUST-004,Delta Stores Limited,0,114980,Sales,Bengaluru,Sales invoice INV-1067
2025-10-05,JRN-9067,Invoice,ZI-1067,INV-1067,Output GST Payable,Other Current Liability,CUST-004,Delta Stores Limited,0,20696.4,Sales,Bengaluru,Sales invoice INV-1067
2025-10-12,JRN-9068,Invoice,ZI-1068,INV-1068,Accounts Receivable,Accounts Receivable,CUST-009,Indus Stores,123681.7,0,Sales,Ahmedabad,Sales invoice INV-1068
2025-10-12,JRN-9068,Invoice,ZI-1068,INV-1068,Packaging Revenue,Income,CUST-009,Indus Stores,0,104815,Sales,Ahmedabad,Sales invoice INV-1068
2025-10-12,JRN-9068,Invoice,ZI-1068,INV-1068,Output GST Payable,Other Current Liability,CUST-009,Indus Stores,0,18866.7,Sales,Ahmedabad,Sales invoice INV-1068
2025-10-05,JRN-9069,Invoice,ZI-1069,INV-1069,Accounts Receivable,Accounts Receivable,CUST-005,Eastline Traders,295438.96,0,Sales,Delhi,Sales invoice INV-1069
2025-10-05,JRN-9069,Invoice,ZI-1069,INV-1069,Industrial Supplies,Income,CUST-005,Eastline Traders,0,250372,Sales,Delhi,Sales invoice INV-1069
2025-10-05,JRN-9069,Invoice,ZI-1069,INV-1069,Output GST Payable,Other Current Liability,CUST-005,Eastline Traders,0,45066.96,Sales,Delhi,Sales invoice INV-1069
2025-10-11,JRN-9070,Invoice,ZI-1070,INV-1070,Accounts Receivable,Accounts Receivable,CUST-009,Indus Stores,214790.68,0,Sales,Bengaluru,Sales invoice INV-1070
2025-10-11,JRN-9070,Invoice,ZI-1070,INV-1070,Industrial Supplies,Income,CUST-009,Indus Stores,0,182026,Sales,Bengaluru,Sales invoice INV-1070
2025-10-11,JRN-9070,Invoice,ZI-1070,INV-1070,Output GST Payable,Other Current Liability,CUST-009,Indus Stores,0,32764.68,Sales,Bengaluru,Sales invoice INV-1070
2025-11-06,JRN-9071,Invoice,ZI-1071,INV-1071,Accounts Receivable,Accounts Receivable,CUST-007,Grand Retailers,68345.6,0,Sales,Delhi,Sales invoice INV-1071
2025-11-06,JRN-9071,Invoice,ZI-1071,INV-1071,Consumer Goods,Income,CUST-007,Grand Retailers,0,57920,Sales,Delhi,Sales invoice INV-1071
2025-11-06,JRN-9071,Invoice,ZI-1071,INV-1071,Output GST Payable,Other Current Liability,CUST-007,Grand Retailers,0,10425.6,Sales,Delhi,Sales invoice INV-1071
2025-11-23,JRN-9072,Invoice,ZI-1072,INV-1072,Accounts Receivable,Accounts Receivable,CUST-007,Grand Retailers,121038.5,0,Sales,Ahmedabad,Sales invoice INV-1072
2025-11-23,JRN-9072,Invoice,ZI-1072,INV-1072,Consumer Goods,Income,CUST-007,Grand Retailers,0,102575,Sales,Ahmedabad,Sales invoice INV-1072
2025-11-23,JRN-9072,Invoice,ZI-1072,INV-1072,Output GST Payable,Other Current Liability,CUST-007,Grand Retailers,0,18463.5,Sales,Ahmedabad,Sales invoice INV-1072
2025-11-08,JRN-9073,Invoice,ZI-1073,INV-1073,Accounts Receivable,Accounts Receivable,CUST-009,Indus Stores,141133.9,0,Sales,Mumbai,Sales invoice INV-1073
2025-11-08,JRN-9073,Invoice,ZI-1073,INV-1073,Industrial Supplies,Income,CUST-009,Indus Stores,0,119605,Sales,Mumbai,Sales invoice INV-1073
2025-11-08,JRN-9073,Invoice,ZI-1073,INV-1073,Output GST Payable,Other Current Liability,CUST-009,Indus Stores,0,21528.9,Sales,Mumbai,Sales invoice INV-1073
2025-11-23,JRN-9074,Invoice,ZI-1074,INV-1074,Accounts Receivable,Accounts Receivable,CUST-007,Grand Retailers,71390,0,Sales,Delhi,Sales invoice INV-1074
2025-11-23,JRN-9074,Invoice,ZI-1074,INV-1074,Consumer Goods,Income,CUST-007,Grand Retailers,0,60500,Sales,Delhi,Sales invoice INV-1074
2025-11-23,JRN-9074,Invoice,ZI-1074,INV-1074,Output GST Payable,Other Current Liability,CUST-007,Grand Retailers,0,10890,Sales,Delhi,Sales invoice INV-1074
2025-11-06,JRN-9075,Invoice,ZI-1075,INV-1075,Accounts Receivable,Accounts Receivable,CUST-007,Grand Retailers,57304.34,0,Sales,Delhi,Sales invoice INV-1075
2025-11-06,JRN-9075,Invoice,ZI-1075,INV-1075,Consumer Goods,Income,CUST-007,Grand Retailers,0,48563,Sales,Delhi,Sales invoice INV-1075
2025-11-06,JRN-9075,Invoice,ZI-1075,INV-1075,Output GST Payable,Other Current Liability,CUST-007,Grand Retailers,0,8741.34,Sales,Delhi,Sales invoice INV-1075
2025-11-07,JRN-9076,Invoice,ZI-1076,INV-1076,Accounts Receivable,Accounts Receivable,CUST-004,Delta Stores Limited,77166.1,0,Sales,Kolkata,Sales invoice INV-1076
2025-11-07,JRN-9076,Invoice,ZI-1076,INV-1076,Consumer Goods,Income,CUST-004,Delta Stores Limited,0,65395,Sales,Kolkata,Sales invoice INV-1076
2025-11-07,JRN-9076,Invoice,ZI-1076,INV-1076,Output GST Payable,Other Current Liability,CUST-004,Delta Stores Limited,0,11771.1,Sales,Kolkata,Sales invoice INV-1076
2025-11-17,JRN-9077,Invoice,ZI-1077,INV-1077,Accounts Receivable,Accounts Receivable,CUST-004,Delta Stores Limited,65596.2,0,Sales,Kolkata,Sales invoice INV-1077
2025-11-17,JRN-9077,Invoice,ZI-1077,INV-1077,Packaging Revenue,Income,CUST-004,Delta Stores Limited,0,55590,Sales,Kolkata,Sales invoice INV-1077
2025-11-17,JRN-9077,Invoice,ZI-1077,INV-1077,Output GST Payable,Other Current Liability,CUST-004,Delta Stores Limited,0,10006.2,Sales,Kolkata,Sales invoice INV-1077
2025-11-09,JRN-9078,Invoice,ZI-1078,INV-1078,Accounts Receivable,Accounts Receivable,CUST-009,Indus Stores,149848.2,0,Sales,Delhi,Sales invoice INV-1078
2025-11-09,JRN-9078,Invoice,ZI-1078,INV-1078,Consumer Goods,Income,CUST-009,Indus Stores,0,126990,Sales,Delhi,Sales invoice INV-1078
2025-11-09,JRN-9078,Invoice,ZI-1078,INV-1078,Output GST Payable,Other Current Liability,CUST-009,Indus Stores,0,22858.2,Sales,Delhi,Sales invoice INV-1078
2025-11-23,JRN-9079,Invoice,ZI-1079,INV-1079,Accounts Receivable,Accounts Receivable,CUST-007,Grand Retailers,120950,0,Sales,Delhi,Sales invoice INV-1079
2025-11-23,JRN-9079,Invoice,ZI-1079,INV-1079,Packaging Revenue,Income,CUST-007,Grand Retailers,0,102500,Sales,Delhi,Sales invoice INV-1079
2025-11-23,JRN-9079,Invoice,ZI-1079,INV-1079,Output GST Payable,Other Current Liability,CUST-007,Grand Retailers,0,18450,Sales,Delhi,Sales invoice INV-1079
2025-11-02,JRN-9080,Invoice,ZI-1080,INV-1080,Accounts Receivable,Accounts Receivable,CUST-007,Grand Retailers,153348.08,0,Sales,Ahmedabad,Sales invoice INV-1080
2025-11-02,JRN-9080,Invoice,ZI-1080,INV-1080,Packaging Revenue,Income,CUST-007,Grand Retailers,0,129956,Sales,Ahmedabad,Sales invoice INV-1080
2025-11-02,JRN-9080,Invoice,ZI-1080,INV-1080,Output GST Payable,Other Current Liability,CUST-007,Grand Retailers,0,23392.08,Sales,Ahmedabad,Sales invoice INV-1080
2025-12-05,JRN-9081,Invoice,ZI-1081,INV-1081,Accounts Receivable,Accounts Receivable,CUST-006,FreshCart Retail,113213.92,0,Sales,Kolkata,Sales invoice INV-1081
2025-12-05,JRN-9081,Invoice,ZI-1081,INV-1081,Consumer Goods,Income,CUST-006,FreshCart Retail,0,95944,Sales,Kolkata,Sales invoice INV-1081
2025-12-05,JRN-9081,Invoice,ZI-1081,INV-1081,Output GST Payable,Other Current Liability,CUST-006,FreshCart Retail,0,17269.92,Sales,Kolkata,Sales invoice INV-1081
2025-12-10,JRN-9082,Invoice,ZI-1082,INV-1082,Accounts Receivable,Accounts Receivable,CUST-004,Delta Stores Limited,228157.72,0,Sales,Ahmedabad,Sales invoice INV-1082
2025-12-10,JRN-9082,Invoice,ZI-1082,INV-1082,Packaging Revenue,Income,CUST-004,Delta Stores Limited,0,193354,Sales,Ahmedabad,Sales invoice INV-1082
2025-12-10,JRN-9082,Invoice,ZI-1082,INV-1082,Output GST Payable,Other Current Liability,CUST-004,Delta Stores Limited,0,34803.72,Sales,Ahmedabad,Sales invoice INV-1082
2025-12-12,JRN-9083,Invoice,ZI-1083,INV-1083,Accounts Receivable,Accounts Receivable,CUST-009,Indus Stores,145904.64,0,Sales,Kolkata,Sales invoice INV-1083
2025-12-12,JRN-9083,Invoice,ZI-1083,INV-1083,Packaging Revenue,Income,CUST-009,Indus Stores,0,123648,Sales,Kolkata,Sales invoice INV-1083
2025-12-12,JRN-9083,Invoice,ZI-1083,INV-1083,Output GST Payable,Other Current Liability,CUST-009,Indus Stores,0,22256.64,Sales,Kolkata,Sales invoice INV-1083
2025-12-09,JRN-9084,Invoice,ZI-1084,INV-1084,Accounts Receivable,Accounts Receivable,CUST-002,BlueMart Limited,109074.48,0,Sales,Kolkata,Sales invoice INV-1084
2025-12-09,JRN-9084,Invoice,ZI-1084,INV-1084,Packaging Revenue,Income,CUST-002,BlueMart Limited,0,92436,Sales,Kolkata,Sales invoice INV-1084
2025-12-09,JRN-9084,Invoice,ZI-1084,INV-1084,Output GST Payable,Other Current Liability,CUST-002,BlueMart Limited,0,16638.48,Sales,Kolkata,Sales invoice INV-1084
2025-12-19,JRN-9085,Invoice,ZI-1085,INV-1085,Accounts Receivable,Accounts Receivable,CUST-004,Delta Stores Limited,81731.52,0,Sales,Delhi,Sales invoice INV-1085
2025-12-19,JRN-9085,Invoice,ZI-1085,INV-1085,Packaging Revenue,Income,CUST-004,Delta Stores Limited,0,69264,Sales,Delhi,Sales invoice INV-1085
2025-12-19,JRN-9085,Invoice,ZI-1085,INV-1085,Output GST Payable,Other Current Liability,CUST-004,Delta Stores Limited,0,12467.52,Sales,Delhi,Sales invoice INV-1085
2025-12-11,JRN-9086,Invoice,ZI-1086,INV-1086,Accounts Receivable,Accounts Receivable,CUST-003,City Bazaar Pvt Ltd,194770.8,0,Sales,Mumbai,Sales invoice INV-1086
2025-12-11,JRN-9086,Invoice,ZI-1086,INV-1086,Packaging Revenue,Income,CUST-003,City Bazaar Pvt Ltd,0,165060,Sales,Mumbai,Sales invoice INV-1086
2025-12-11,JRN-9086,Invoice,ZI-1086,INV-1086,Output GST Payable,Other Current Liability,CUST-003,City Bazaar Pvt Ltd,0,29710.8,Sales,Mumbai,Sales invoice INV-1086
2025-12-13,JRN-9087,Invoice,ZI-1087,INV-1087,Accounts Receivable,Accounts Receivable,CUST-005,Eastline Traders,109397.8,0,Sales,Kolkata,Sales invoice INV-1087
2025-12-13,JRN-9087,Invoice,ZI-1087,INV-1087,Consumer Goods,Income,CUST-005,Eastline Traders,0,92710,Sales,Kolkata,Sales invoice INV-1087
2025-12-13,JRN-9087,Invoice,ZI-1087,INV-1087,Output GST Payable,Other Current Liability,CUST-005,Eastline Traders,0,16687.8,Sales,Kolkata,Sales invoice INV-1087
2025-12-06,JRN-9088,Invoice,ZI-1088,INV-1088,Accounts Receivable,Accounts Receivable,CUST-003,City Bazaar Pvt Ltd,77323.04,0,Sales,Ahmedabad,Sales invoice INV-1088
2025-12-06,JRN-9088,Invoice,ZI-1088,INV-1088,Consumer Goods,Income,CUST-003,City Bazaar Pvt Ltd,0,65528,Sales,Ahmedabad,Sales invoice INV-1088
2025-12-06,JRN-9088,Invoice,ZI-1088,INV-1088,Output GST Payable,Other Current Liability,CUST-003,City Bazaar Pvt Ltd,0,11795.04,Sales,Ahmedabad,Sales invoice INV-1088
2025-12-15,JRN-9089,Invoice,ZI-1089,INV-1089,Accounts Receivable,Accounts Receivable,CUST-001,Apex Retail Pvt Ltd,190650.24,0,Sales,Mumbai,Sales invoice INV-1089
2025-12-15,JRN-9089,Invoice,ZI-1089,INV-1089,Consumer Goods,Income,CUST-001,Apex Retail Pvt Ltd,0,161568,Sales,Mumbai,Sales invoice INV-1089
2025-12-15,JRN-9089,Invoice,ZI-1089,INV-1089,Output GST Payable,Other Current Liability,CUST-001,Apex Retail Pvt Ltd,0,29082.24,Sales,Mumbai,Sales invoice INV-1089
2025-12-21,JRN-9090,Invoice,ZI-1090,INV-1090,Accounts Receivable,Accounts Receivable,CUST-005,Eastline Traders,98341.2,0,Sales,Kolkata,Sales invoice INV-1090
2025-12-21,JRN-9090,Invoice,ZI-1090,INV-1090,Industrial Supplies,Income,CUST-005,Eastline Traders,0,83340,Sales,Kolkata,Sales invoice INV-1090
2025-12-21,JRN-9090,Invoice,ZI-1090,INV-1090,Output GST Payable,Other Current Liability,CUST-005,Eastline Traders,0,15001.2,Sales,Kolkata,Sales invoice INV-1090
2026-01-11,JRN-9091,Invoice,ZI-1091,INV-1091,Accounts Receivable,Accounts Receivable,CUST-002,BlueMart Limited,82463.12,0,Sales,Bengaluru,Sales invoice INV-1091
2026-01-11,JRN-9091,Invoice,ZI-1091,INV-1091,Consumer Goods,Income,CUST-002,BlueMart Limited,0,69884,Sales,Bengaluru,Sales invoice INV-1091
2026-01-11,JRN-9091,Invoice,ZI-1091,INV-1091,Output GST Payable,Other Current Liability,CUST-002,BlueMart Limited,0,12579.12,Sales,Bengaluru,Sales invoice INV-1091
2026-01-25,JRN-9092,Invoice,ZI-1092,INV-1092,Accounts Receivable,Accounts Receivable,CUST-009,Indus Stores,185234.04,0,Sales,Bengaluru,Sales invoice INV-1092
2026-01-25,JRN-9092,Invoice,ZI-1092,INV-1092,Packaging Revenue,Income,CUST-009,Indus Stores,0,156978,Sales,Bengaluru,Sales invoice INV-1092
2026-01-25,JRN-9092,Invoice,ZI-1092,INV-1092,Output GST Payable,Other Current Liability,CUST-009,Indus Stores,0,28256.04,Sales,Bengaluru,Sales invoice INV-1092
2026-01-21,JRN-9093,Invoice,ZI-1093,INV-1093,Accounts Receivable,Accounts Receivable,CUST-005,Eastline Traders,132750,0,Sales,Bengaluru,Sales invoice INV-1093
2026-01-21,JRN-9093,Invoice,ZI-1093,INV-1093,Industrial Supplies,Income,CUST-005,Eastline Traders,0,112500,Sales,Bengaluru,Sales invoice INV-1093
2026-01-21,JRN-9093,Invoice,ZI-1093,INV-1093,Output GST Payable,Other Current Liability,CUST-005,Eastline Traders,0,20250,Sales,Bengaluru,Sales invoice INV-1093
2026-01-26,JRN-9094,Invoice,ZI-1094,INV-1094,Accounts Receivable,Accounts Receivable,CUST-010,Jupiter Wholesale,154709.8,0,Sales,Delhi,Sales invoice INV-1094
2026-01-26,JRN-9094,Invoice,ZI-1094,INV-1094,Consumer Goods,Income,CUST-010,Jupiter Wholesale,0,131110,Sales,Delhi,Sales invoice INV-1094
2026-01-26,JRN-9094,Invoice,ZI-1094,INV-1094,Output GST Payable,Other Current Liability,CUST-010,Jupiter Wholesale,0,23599.8,Sales,Delhi,Sales invoice INV-1094
2026-01-02,JRN-9095,Invoice,ZI-1095,INV-1095,Accounts Receivable,Accounts Receivable,CUST-010,Jupiter Wholesale,78616.32,0,Sales,Bengaluru,Sales invoice INV-1095
2026-01-02,JRN-9095,Invoice,ZI-1095,INV-1095,Speciality Revenue,Income,CUST-010,Jupiter Wholesale,0,66624,Sales,Bengaluru,Sales invoice INV-1095
2026-01-02,JRN-9095,Invoice,ZI-1095,INV-1095,Output GST Payable,Other Current Liability,CUST-010,Jupiter Wholesale,0,11992.32,Sales,Bengaluru,Sales invoice INV-1095
2026-01-19,JRN-9096,Invoice,ZI-1096,INV-1096,Accounts Receivable,Accounts Receivable,CUST-007,Grand Retailers,360790.9,0,Sales,Kolkata,Sales invoice INV-1096
2026-01-19,JRN-9096,Invoice,ZI-1096,INV-1096,Speciality Revenue,Income,CUST-007,Grand Retailers,0,305755,Sales,Kolkata,Sales invoice INV-1096
2026-01-19,JRN-9096,Invoice,ZI-1096,INV-1096,Output GST Payable,Other Current Liability,CUST-007,Grand Retailers,0,55035.9,Sales,Kolkata,Sales invoice INV-1096
2026-01-11,JRN-9097,Invoice,ZI-1097,INV-1097,Accounts Receivable,Accounts Receivable,CUST-001,Apex Retail Pvt Ltd,318398.22,0,Sales,Ahmedabad,Sales invoice INV-1097
2026-01-11,JRN-9097,Invoice,ZI-1097,INV-1097,Speciality Revenue,Income,CUST-001,Apex Retail Pvt Ltd,0,269829,Sales,Ahmedabad,Sales invoice INV-1097
2026-01-11,JRN-9097,Invoice,ZI-1097,INV-1097,Output GST Payable,Other Current Liability,CUST-001,Apex Retail Pvt Ltd,0,48569.22,Sales,Ahmedabad,Sales invoice INV-1097
